1,-0.524072,0.0004555,2.467,-0.00575474,-0.0115095,-0.123961,-0.012868,0.42589,0.379813,-0.00567654,1.69466,-5.68804,-0.00118076,0.00759398,0.000174828
2,-0.882942,-0.00492335,4.33362,0.0237274,-0.025736,-0.0978306,0.0172642,-0.00813844,0.362594,0.199274,2.31853,-6.39569,0.117173,-0.017135,0.234352
3,-0.952111,-0.101226,4.79222,0.0335556,1.5802,-5.45776,-0.0115095,-0.0115095,0.351039,0.211496,3.49866,-6.57956,-0.0679771,-0.0302957,0.28361
4,-0.550206,0.0305688,2.91344,0.16935,2.31127,-6.3655,0.0985053,-0.0162769,0.316981,0.294545,2.69683,-5.59569,0.165795,-0.135222,0.323758
5,-0.433351,-0.0128258,2.77738,0.212925,2.75976,-6.68473,-0.0545943,-0.0181981,0.374103,0.307967,2.6719,-5.53223,-0.180864,-0.187077,0.353046
6,-0.693536,-0.0660858,4.52671,0.311608,2.74507,-5.68971,0.161543,-0.138234,0.362594,0.307907,3.54226,-6.3252,0.190221,-0.215614,0.379495
7,-0.494789,-0.0523687,3.45182,0.311235,2.67606,-5.33386,-0.106112,-0.172738,0.443115,0.369171,3.18581,-5.70419,-0.227845,-0.256888,0.425996
8,-0.381542,-0.0271447,3.41385,0.305056,2.79105,-6.18645,0.0491685,-0.19069,0.345333,0.419858,3.23692,-5.62945,0.243715,-0.290526,0.47541
9,-0.189252,-0.00493624,2.60479,0.293548,2.77093,-6.2687,0.184959,-0.190255,0.333775,0.443718,2.89303,-5.51089,0.25667,-0.310239,0.505577
10,-0.234339,-0.0129082,3.00205,0.426007,2.9452,-5.71334,0.166987,-0.28292,0.33953,0.45621,3.10245,-5.49745,0.263614,-0.31658,0.512211
11,-0.454334,-0.0364369,3.70532,0.449791,2.72452,-5.4558,0.25347,-0.299302,0.431951,0.460241,3.49993,-5.73203,0.270277,-0.320519,0.534683
12,-0.360469,-0.0622676,3.08005,0.455207,2.75215,-5.41744,0.276288,-0.328071,0.391999,0.484944,3.30853,-5.73083,0.288361,-0.33812,0.573313
13,-0.192875,0.00244663,2.29202,0.449202,2.75282,-5.72946,0.264781,-0.293548,0.305056,0.515196,2.9767,-5.83242,0.301592,-0.367072,0.591726
14,-0.318529,-0.012804,3.00057,0.489694,2.76633,-5.78645,0.287967,-0.322317,0.339579,0.518505,3.30543,-5.77381,0.300852,-0.362854,0.585808
15,-0.187327,-0.0243416,3.13891,0.523713,2.87689,-5.86772,0.276467,-0.345476,0.35684,0.519595,3.31652,-5.62257,0.300252,-0.360211,0.592399
16,-0.29656,-0.0298386,3.25744,0.49037,2.67933,-5.7952,0.305056,-0.391492,0.299302,0.515863,3.39878,-5.76209,0.299947,-0.358628,0.590287
17,-0.144084,-0.0314661,2.33423,0.535686,2.79008,-5.54786,0.310809,-0.339579,0.362731,0.51729,2.9709,-5.91799,0.299913,-0.35848,0.591101
18,0.0548713,-0.0140694,1.68148,0.483398,2.72588,-5.70889,0.299302,-0.380205,0.328071,0.522438,2.63643,-5.91181,0.300683,-0.362936,0.589548
19,0.252019,-0.00910159,1.43092,0.535191,2.83466,-5.88139,0.305056,-0.339968,0.362731,0.524103,2.46474,-5.78262,0.300769,-0.364094,0.587696
20,0.280704,-0.0137386,1.44609,0.540976,2.63103,-5.94467,0.287967,-0.379987,0.316563,0.525929,2.45756,-5.75104,0.300536,-0.362849,0.588713
21,0.235565,-0.0155043,1.49712,0.541221,2.66542,-5.72029,0.310809,-0.345333,0.374103,0.52612,2.49061,-5.78472,0.300416,-0.362113,0.583542
22,0.198801,-0.0194911,1.53372,0.529468,2.64749,-5.76215,0.31672,-0.339968,0.391999,0.525218,2.5162,-5.81382,0.300253,-0.361312,0.589017
23,0.183048,-0.0233359,1.45772,0.529561,2.43312,-5.79503,0.310969,-0.379813,0.259538,0.523678,2.48715,-5.83009,0.300049,-0.360418,0.591968
24,0.18213,-0.0218588,1.40776,0.535222,2.4844,-5.80083,0.293718,-0.368349,0.30549,0.524067,2.46297,-5.80372,0.300102,-0.360656,0.588655
25,0.324636,-0.0559452,1.19199,0.50096,2.52744,-5.7893,0.276767,-0.328071,0.299468,0.511348,2.32394,-5.68267,0.298137,-0.351631,0.588395
