1,0.402796,-0.00994517,0.610613,0.012868,0.0172642,-0.161133,0.0181981,0.259219,0.20749,-1.64381e-16,0.504601,-4.40076,-0.00121034,0.00710691,2.71514e-05
2,0.403068,-0.00995693,0.609272,0,-0.025736,0.191297,-0.023019,0.277185,0.241768,-1.38125e-16,0.505229,-4.40304,-0.0012595,0.00703081,2.71753e-05
3,0.403304,-0.00995925,0.608085,0,-0.012868,0.138593,-0.00813844,0.0619805,0.22473,-6.90626e-17,0.505766,-4.40502,-0.00126504,0.00695811,2.71964e-05
4,0.403391,-0.00994623,0.607639,0,-0.0350047,-0.0863211,0.0181981,0.0350047,0.207889,-2.62552e-17,0.505958,-4.40576,-0.001214,0.00692418,2.72042e-05
5,0.403533,-0.00992391,0.60688,-0.0237274,0.397452,-4.16838,0.0309902,0.020749,0.219361,-9.76009e-17,0.506246,-4.40701,-0.00108695,0.00692169,2.72175e-05
6,0.40374,-0.00990515,0.605764,-0.0237274,0.460523,-4.30735,-0.0181981,0.012868,0.218756,-1.80933e-16,0.506659,-4.40882,-0.00096932,0.0069002,2.72368e-05
7,0.403777,-0.0098966,0.605528,-0.0293435,0.514784,-4.30512,0.025736,-0.00813844,0.218756,-1.09587e-16,0.506694,-4.40919,-0.000928904,0.00690995,2.72408e-05
8,0.403919,-0.00989562,0.604695,0.020749,0.508506,-4.40995,0.0244153,-0.012868,0.196421,4.05244e-17,0.506913,-4.41052,-0.000904933,0.00688113,2.72551e-05
9,0.404016,-0.00990101,0.604095,0.0237274,0.53547,-4.48803,-0.00813844,0.0287737,0.22473,8.10487e-17,0.507037,-4.41147,-0.000931512,0.00685796,2.72652e-05
10,0.404086,-0.00990854,0.603693,-0.0237274,0.517959,-4.53591,0,0.0368483,0.213236,-6.90626e-17,0.507162,-4.41211,-0.000942109,0.00685571,2.72719e-05
11,0.404242,-0.00991887,0.60283,-0.0172642,0.541221,-4.52129,0.0172642,0.0162769,0.218756,9.53179e-17,0.507476,-4.41346,-0.000929939,0.00683411,2.72866e-05
12,0.404417,-0.00992862,0.601893,0.012868,0.512689,-4.51401,0.0115095,-0.0115095,0.218756,-7.13457e-17,0.507879,-4.41492,-0.000913025,0.00679143,2.73026e-05
13,0.404541,-0.00992904,0.601236,0,0.576882,-4.55777,0.0237274,-0.0172642,0.218983,-1.52394e-16,0.508178,-4.41594,-0.00092452,0.00677097,2.73137e-05
14,0.404751,-0.00994225,0.600147,-0.0115095,0.523966,-4.48381,-0.0115095,0.0172642,0.207251,1.42691e-17,0.508716,-4.41761,-0.00101379,0.00671154,2.7332e-05
15,0.405042,-0.00995136,0.598637,0.00813844,0.523713,-4.43728,0.020749,0.00575474,0.207251,-9.76009e-17,0.509473,-4.41989,-0.00109504,0.00660539,2.73573e-05
16,0.405148,-0.00994773,0.59809,-0.00575474,0.494908,-4.42148,0.0181981,-0.00575474,0.207171,-4.28074e-17,0.509757,-4.42071,-0.00112736,0.00658282,2.73663e-05
17,0.405372,-0.00993825,0.596917,-0.00813844,0.477782,-4.26451,-0.00813844,0.0244153,0.230262,-6.90626e-17,0.510364,-4.42244,-0.00112569,0.00651886,2.73856e-05
18,0.405579,-0.00991759,0.595826,0.020749,0.47889,-4.44444,0.00813844,0.012868,0.20749,-6.90626e-17,0.510922,-4.42403,-0.00103871,0.00647876,2.74035e-05
19,0.405725,-0.00991447,0.595018,0.0172642,0.51298,-4.38933,0.023019,0.012868,0.207889,-1.09587e-16,0.511289,-4.42519,-0.000991446,0.00645123,2.74166e-05
20,0.405919,-0.00990952,0.593939,0.012868,0.518726,-4.36895,-0.012868,0.0293435,0.213003,-9.76009e-17,0.511782,-4.42672,-0.000949208,0.00640974,2.7434e-05
21,0.406075,-0.00991265,0.593025,0.0406922,0.47851,-4.2565,-0.00575474,0.020749,0.201498,-4.28074e-17,0.512146,-4.428,-0.000952316,0.00639954,2.74485e-05
22,0.406137,-0.00991829,0.592656,-0.0115095,0.512301,-4.42821,0.00813844,0,0.23019,-2.62552e-17,0.512286,-4.42851,-0.000958901,0.00637463,2.74543e-05
23,0.406254,-0.00992155,0.591932,-0.0172642,0.523808,-4.41485,0.025736,0.00813844,0.213003,-9.76009e-17,0.512534,-4.42951,-0.000982504,0.00634132,2.74658e-05
24,0.406446,-0.00991953,0.590772,-0.0172642,0.500795,-4.5697,-0.0115095,0.020749,0.230262,-1.09587e-16,0.512963,-4.43108,-0.000974174,0.00626659,2.74841e-05
25,0.406503,-0.00992288,0.590421,0,0.529468,-4.35253,-0.0162769,0.00575474,0.213003,-1.38125e-16,0.513092,-4.43156,-0.00100601,0.00625385,2.74896e-05
26,0.40665,-0.00992829,0.589548,0.020749,0.523808,-4.48757,0.0309902,0.025736,0.195999,-1.09587e-16,0.513454,-4.43272,-0.00105297,0.00621317,2.75032e-05
27,0.406789,-0.00993508,0.588732,0,0.529468,-4.50153,0.025736,-0.0115095,0.213236,-5.47935e-17,0.513817,-4.43381,-0.00107575,0.00617565,2.75158e-05
28,0.406855,-0.00994049,0.588351,-0.00813844,0.552485,-4.52584,-0.0181981,0.012868,0.224509,-1.23856e-16,0.513991,-4.43431,-0.00110271,0.00616314,2.75217e-05
29,0.407066,-0.00994213,0.587086,-0.012868,0.495443,-4.60472,-0.0181981,0.0335556,0.207171,-7.13457e-17,0.514534,-4.43595,-0.00113462,0.00609083,2.75411e-05
30,0.407241,-0.00993985,0.586023,0.0237274,0.518055,-4.48308,0.023019,0.0181981,0.219361,-5.47935e-17,0.514987,-4.43731,-0.00115696,0.00600569,2.75574e-05
31,0.407315,-0.00993766,0.585581,-0.0237274,0.529561,-4.34549,0.0162769,0.0162769,0.218756,-6.90626e-17,0.515185,-4.43787,-0.00117096,0.00600663,2.75641e-05
32,0.407448,-0.00992759,0.584779,0.0293435,0.466454,-4.50127,-0.00575474,0.044946,0.201498,4.05244e-17,0.515542,-4.43887,-0.00113506,0.0060318,2.75759e-05
33,0.407605,-0.00991362,0.58383,-0.00813844,0.564082,-4.51555,-0.0115095,0.0181981,0.202155,-7.13457e-17,0.515978,-4.44005,-0.00103135,0.0060252,2.759e-05
34,0.4077,-0.00990504,0.583249,0.0363962,0.506417,-4.49584,0.012868,0.012868,0.201745,-1.42691e-17,0.51624,-4.44076,-0.000974637,0.00600953,2.75987e-05
35,0.407857,-0.00989014,0.582305,-0.00813844,0.494908,-4.46574,-0.0181981,0.012868,0.197011,-7.13457e-17,0.516691,-4.4419,-0.00089817,0.00595725,2.76127e-05
36,0.407994,-0.00989107,0.581494,-0.0115095,0.512301,-4.3244,-0.012868,0.0181981,0.230262,-2.85383e-17,0.517103,-4.44288,-0.000883666,0.00586208,2.76248e-05
37,0.408073,-0.00989234,0.581016,0.0237274,0.517959,-4.44931,0.012868,-0.0237274,0.207889,-1.1187e-16,0.517339,-4.44344,-0.000900988,0.00582288,2.7632e-05
38,0.408222,-0.00991031,0.580099,0.020749,0.512463,-4.42101,0.0287737,0.0181981,0.197011,-2.85383e-17,0.517771,-4.44452,-0.000977908,0.00577224,2.76453e-05
39,0.408367,-0.0099339,0.579188,-0.0115095,0.552575,-4.47932,-0.0162769,-0.0287737,0.195746,-2.62552e-17,0.518186,-4.44557,-0.00106966,0.00573687,2.76584e-05
40,0.408442,-0.00994293,0.578707,-0.012868,0.496111,-4.5606,-0.00813844,0.012868,0.218756,-8.33318e-17,0.518396,-4.44612,-0.00112475,0.00573716,2.76652e-05
41,0.40857,-0.00995109,0.577866,-0.012868,0.478198,-4.35786,0.0181981,-0.0115095,0.213624,-1.1187e-16,0.518747,-4.44708,-0.00120915,0.00571958,2.76773e-05
